"arc_length","M"
0,0.001524972511189
0.025,0.002030511626217
0.05,0.002536053702643
0.075,0.003041599487523
0.1,0.003547149578235
0.125,0.004052704759610
0.15,0.004558265892084
0.175,0.005063833233590
0.2,0.005569408096176
0.225,0.006074990586672
0.25,0.006580582017229
0.275,0.007086182795963
0.3,0.007591793632176
0.325,0.008097414632349
0.35,0.008603047711230
0.375,0.009108692975309
0.4,0.009614351133810
0.425,0.010120022895950
0.45,0.010625708368184
0.475,0.011131409465378
0.5,0.011637126294004
0.525,0.012142858960533
0.55,0.012648609983033
0.575,0.013154377659406
0.6,0.013660165110933
0.625,0.014165970635510
0.65,0.014671796148848
0.675,0.015177643566944
0.7,0.015683511187837
0.725,0.016189402133944
0.75,0.016695314703407
0.775,0.017201250813001
0.8,0.017707212379854
0.825,0.018213197702438
0.85,0.018719209904777
0.875,0.019225247285513
0.9,0.019731311762875
0.925,0.020237405255535
0.95,0.020743526062631
0.975,0.021249677310191
1,0.021755857297632
1.025,0.022262067945010
1.05,0.022768309965915
1.075,0.023274586488477
1.1,0.023780893398809
1.125,0.024287233825645
1.15,0.024793608484088
1.175,0.025300018089564
1.2,0.025806465772922
1.225,0.026312947420584
1.25,0.026819466164088
1.275,0.027326022720581
1.3,0.027832617807572
1.325,0.028339254558950
1.35,0.028845928861509
1.375,0.029352643849897
1.4,0.029859400243522
1.425,0.030366198762186
1.45,0.030873042543110
1.475,0.031379927473490
1.5,0.031886856691348
1.525,0.032393830918534
1.55,0.032900850877319
1.575,0.033407919708507
1.6,0.033915033299679
1.625,0.034422194792506
1.65,0.034929404911443
1.675,0.035436664381391
1.7,0.035943976346978
1.725,0.036451336696160
1.75,0.036958748574481
1.775,0.037466212709150
1.8,0.037973729827842
1.825,0.038481303079249
1.85,0.038988928351674
1.875,0.039496608794767
1.9,0.040004345138637
1.925,0.040512138113884
1.95,0.041019990873497
1.975,0.041527899306101
2,0.042035866565690
2.025,0.042543895808121
2.05,0.043051980498993
2.075,0.043560131063914
2.1,0.044068338545727
2.125,0.044576613373204
2.15,0.045084951436719
2.175,0.045593348624048
2.2,0.046101815370056
2.225,0.046610342714868
2.25,0.047118941096695
2.275,0.047627606406288
2.3,0.048136334531648
2.325,0.048645135917425
2.35,0.049154001600858
2.375,0.049662942030131
2.4,0.050171953096382
2.425,0.050681030687849
2.45,0.051190185259508
2.475,0.051699407845553
2.5,0.052208708904689
2.525,0.052718084328460
2.55,0.053227530005360
2.575,0.053737056401250
2.6,0.054246654547120
2.625,0.054756334912758
2.65,0.055266093390141
2.675,0.055775925868045
2.7,0.056285842823781
2.725,0.056795835284990
2.75,0.057305913733104
2.775,0.057816074060571
2.8,0.058326312156482
2.825,0.058836638510200
2.85,0.059347044145829
2.875,0.059857539557029
2.9,0.060368120636752
2.925,0.060878783274445
2.95,0.061389537972042
2.975,0.061900375750053
3,0.062411307114941
3.025,0.062922327960201
3.05,0.063433434175670
3.075,0.063944636276469
3.1,0.064455925279329
3.125,0.064967311704104
3.15,0.065478791444878
3.175,0.065990360391920
3.2,0.066502029074126
3.225,0.067013788504310
3.25,0.067525649216313
3.275,0.068037607104845
3.3,0.068549658060654
3.325,0.069061812627011
3.35,0.069574061812670
3.375,0.070086416166056
3.4,0.070598871582555
3.425,0.071111423953438
3.45,0.071624083836950
3.475,0.072136842237648
3.5,0.072649709719144
3.525,0.073162682177550
3.55,0.073675755504706
3.575,0.074188940274436
3.6,0.074702227486967
3.625,0.075215627721703
3.65,0.075729136875530
3.675,0.076242750840907
3.7,0.076756480207854
3.725,0.077270315972121
3.75,0.077784268729528
3.775,0.078298334377786
3.8,0.078812508810023
3.825,0.079326802633075
3.85,0.079841206838084
3.875,0.080355732037903
3.9,0.080870374131123
3.925,0.081385129011597
3.95,0.081900007303600
3.975,0.082414999993533
4,0.082930117711910
4.025,0.083445356358261
4.05,0.083960716742995
4.075,0.084476189844890
4.1,0.084991796141531
4.125,0.085507526617224
4.15,0.086023382088741
4.175,0.086539363373283
4.2,0.087055461444521
4.225,0.087571696810791
4.25,0.088088060451488
4.275,0.088604553190413
4.3,0.089121175851821
4.325,0.089637919404139
4.35,0.090154804387500
4.375,0.090671821776257
4.4,0.091188972401507
4.425,0.091706257094815
4.45,0.092223666819240
4.475,0.092741222147765
4.5,0.093258914049575
4.525,0.093776743363326
4.55,0.094294710928169
4.575,0.094812807701664
4.6,0.095331054290709
4.625,0.095849441659197
4.65,0.096367970653619
4.675,0.096886642120983
4.7,0.097405447013222
4.725,0.097924405972237
4.75,0.098443509956500
4.775,0.098962759820617
4.8,0.099482156419736
4.825,0.100001690700040
4.85,0.100521383339520
4.875,0.101041225291113
4.9,0.101561217417826
4.925,0.102081360583228
4.95,0.102601645727632
4.975,0.103122093566230
5,0.103642695046304
5.025,0.104163451039551
5.05,0.104684362418259
5.075,0.105205420116751
5.1,0.105726644888542
5.125,0.106248027675141
5.15,0.106769569357236
5.175,0.107291270816134
5.2,0.107813122980047
5.225,0.108335146641955
5.25,0.108857332737482
5.275,0.109379682156612
5.3,0.109902195789975
5.325,0.110424864559561
5.35,0.110947709298968
5.375,0.111470720937823
5.4,0.111993900375718
5.425,0.112517248512926
5.45,0.113040756265099
5.475,0.113564444507623
5.5,0.114088304164023
5.525,0.114612336143823
5.55,0.115136541357251
5.575,0.115660910713520
5.6,0.116185465130991
5.625,0.116710195526982
5.65,0.117235102821274
5.675,0.117760187934386
5.7,0.118285441768981
5.725,0.118810885287605
5.75,0.119336509401264
5.775,0.119862315040335
5.8,0.120388303135967
5.825,0.120914464584171
5.85,0.121440820392897
5.875,0.121967361466748
5.9,0.122494088747041
5.925,0.123021003175897
5.95,0.123548095642580
5.975,0.124075387201690
6,0.124602868751328
6.025,0.125130541244106
6.05,0.125658405633477
6.075,0.126186452801859
6.1,0.126714703851763
6.125,0.127243149674704
6.15,0.127771791234950
6.175,0.128300629497648
6.2,0.128829655338282
6.225,0.129358889908560
6.25,0.129888324093321
6.275,0.130417958868862
6.3,0.130947795212403
6.325,0.131477823992404
6.35,0.132008066411075
6.375,0.132538513346498
6.4,0.133069165787385
6.425,0.133600024723409
6.45,0.134131081015927
6.475,0.134662355918975
6.5,0.135193840303803
6.525,0.135725535171932
6.55,0.136257441525882
6.575,0.136789550219832
6.6,0.137321882560991
